"BehaviorSpace results (NetLogo 7.0.4)","Lists version 2.0"
"JQIE.nlogox"
"Sat-add-sweep"
"08/09/2026 22:30:03:956 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","220","0","160"
"[reporter]","[run number]","use-r-seed?","sim-duration","display-ticks","average-employee?","sat-add","advance-notice?","minimum-hours?","schedule-swaps?","better-pay?","[step]","[0]","[1]","[2]","[3]","[4]","[5]","[6]","[7]","[8]","[9]","[10]","[11]","[12]","[13]","[14]","[15]","[16]","[17]","[18]","[19]","[20]","[21]","[22]","[23]","[24]","[25]","[26]","[27]","[28]","[29]","[30]","[31]","[32]","[33]","[34]","[35]","[36]","[37]","[38]","[39]","[40]","[41]","[42]","[43]","[44]","[45]","[46]","[47]"
"KPI-EPI-lists company 0","148","false","365","30","true","0.15","false","false","false","true","366","name","Fashion1","total-customer-visits","26902","total-customers-helped","22648","total-sales-closed","10283","total-employee-revenues","1662064","ATS-for-employee-sales","161.63220849946515","total-non-employee-revenues","50568","ATS-for-non-employee-sales","82.76268412438625","total-gross-revenues","1712632","total-labor-costs","163910.40000000002","cogs","848963","total-profits","863668.7999999997","gross-margin","50.4","EPIs:","","total-earnings","32782.08","total-hours-scheduled","2193.4800000000005","total-hours-worked","2185.472","total-idle-time","24002","total-misc-task-time","47665.4","total-productivity","48414.4","total-rest-time","16892","total-revenues","332412.8","total-tardy-time","1204","total-sales-closed","2056.6"
"KPI-EPI-lists company 1","148","false","365","30","true","0.15","false","false","false","true","366","name","Fashion2","total-customer-visits","27179","total-customers-helped","17646","total-sales-closed","8029","total-employee-revenues","1199947","ATS-for-employee-sales","149.4516129032258","total-non-employee-revenues","107258","ATS-for-non-employee-sales","82.82471042471043","total-gross-revenues","1307205","total-labor-costs","135550.19999999995","cogs","658432","total-profits","648772.8000000002","gross-margin","49.6","EPIs:","","total-earnings","27110.04","total-hours-scheduled","1824.6399999999999","total-hours-worked","1807.336","total-idle-time","17536.6","total-misc-task-time","29512.6","total-productivity","50697","total-rest-time","14237.2","total-revenues","239989.4","total-tardy-time","2950.8","total-sales-closed","1605.8"
"KPI-EPI-lists company 0","149","false","365","30","true","0.15","false","false","false","true","366","name","Fashion1","total-customer-visits","27046","total-customers-helped","22447","total-sales-closed","10229","total-employee-revenues","1645586","ATS-for-employee-sales","160.87457229445693","total-non-employee-revenues","53296","ATS-for-non-employee-sales","81.74233128834356","total-gross-revenues","1698882","total-labor-costs","163347.75","cogs","842901","total-profits","855981.4500000001","gross-margin","50.4","EPIs:","","total-earnings","32669.55","total-hours-scheduled","2184.9000000000005","total-hours-worked","2177.9700000000003","total-idle-time","23447.4","total-misc-task-time","47383.4","total-productivity","48639.8","total-rest-time","16714.6","total-revenues","329117.2","total-tardy-time","1111.4","total-sales-closed","2045.8"
"KPI-EPI-lists company 1","149","false","365","30","true","0.15","false","false","false","true","366","name","Fashion2","total-customer-visits","26824","total-customers-helped","17744","total-sales-closed","7946","total-employee-revenues","1206262","ATS-for-employee-sales","151.8074502894538","total-non-employee-revenues","101625","ATS-for-non-employee-sales","81.82367149758454","total-gross-revenues","1307887","total-labor-costs","133973.24999999994","cogs","657128","total-profits","650758.9499999996","gross-margin","49.8","EPIs:","","total-earnings","26794.650000000005","total-hours-scheduled","1802.4800000000002","total-hours-worked","1786.3100000000006","total-idle-time","17364","total-misc-task-time","29994","total-productivity","49364","total-rest-time","13975.6","total-revenues","241252.4","total-tardy-time","2666.6","total-sales-closed","1589.2"
"KPI-EPI-lists company 0","150","false","365","30","true","0.15","false","false","false","true","366","name","Fashion1","total-customer-visits","27131","total-customers-helped","22795","total-sales-closed","10315","total-employee-revenues","1670751","ATS-for-employee-sales","161.97295201163354","total-non-employee-revenues","54447","ATS-for-non-employee-sales","83.37978560490046","total-gross-revenues","1725198","total-labor-costs","164441.24999999997","cogs","854520","total-profits","870677.5499999995","gross-margin","50.5","EPIs:","","total-earnings","32888.25000000001","total-hours-scheduled","2201.3999999999987","total-hours-worked","2192.5499999999993","total-idle-time","23815.2","total-misc-task-time","47476.4","total-productivity","48963","total-rest-time","16984.4","total-revenues","334150.2","total-tardy-time","1279.8","total-sales-closed","2063"
"KPI-EPI-lists company 1","150","false","365","30","true","0.15","false","false","false","true","366","name","Fashion2","total-customer-visits","26701","total-customers-helped","17220","total-sales-closed","7649","total-employee-revenues","1145634","ATS-for-employee-sales","149.77565694862074","total-non-employee-revenues","108978","ATS-for-non-employee-sales","82.74715261958998","total-gross-revenues","1254612","total-labor-costs","134486.39999999994","cogs","636331","total-profits","618280.8","gross-margin","49.3","EPIs:","","total-earnings","26897.280000000006","total-hours-scheduled","1809.7999999999993","total-hours-worked","1793.1519999999994","total-idle-time","17575.2","total-misc-task-time","29776.2","total-productivity","49738.6","total-rest-time","14105.4","total-revenues","229126.8","total-tardy-time","2865.6","total-sales-closed","1529.8"
"KPI-EPI-lists company 0","151","false","365","30","true","0.2","false","false","false","true","366","name","Fashion1","total-customer-visits","27137","total-customers-helped","23198","total-sales-closed","10535","total-employee-revenues","1720001","ATS-for-employee-sales","163.2654010441386","total-non-employee-revenues","43424","ATS-for-non-employee-sales","81.31835205992509","total-gross-revenues","1763425","total-labor-costs","164865.59999999998","cogs","870236","total-profits","893189.3999999996","gross-margin","50.7","EPIs:","","total-earnings","32973.12000000001","total-hours-scheduled","2203.9399999999996","total-hours-worked","2198.208","total-idle-time","24577.6","total-misc-task-time","48643.4","total-productivity","47500.6","total-rest-time","17384","total-revenues","344000.2","total-tardy-time","938.8","total-sales-closed","2107"
"KPI-EPI-lists company 1","151","false","365","30","true","0.2","false","false","false","true","366","name","Fashion2","total-customer-visits","26775","total-customers-helped","16367","total-sales-closed","7375","total-employee-revenues","1071939","ATS-for-employee-sales","145.34766101694916","total-non-employee-revenues","119446","ATS-for-non-employee-sales","82.77616077616078","total-gross-revenues","1191385","total-labor-costs","136772.99999999997","cogs","613327","total-profits","578058.0000000002","gross-margin","48.5","EPIs:","","total-earnings","27354.600000000006","total-hours-scheduled","1843.64","total-hours-worked","1823.64","total-idle-time","18129","total-misc-task-time","28294.2","total-productivity","51842.8","total-rest-time","14700.4","total-revenues","214387.8","total-tardy-time","4030.6","total-sales-closed","1475"
"KPI-EPI-lists company 0","152","false","365","30","true","0.2","false","false","false","true","366","name","Fashion1","total-customer-visits","26943","total-customers-helped","22668","total-sales-closed","10122","total-employee-revenues","1641475","ATS-for-employee-sales","162.16903773957716","total-non-employee-revenues","51627","ATS-for-non-employee-sales","82.33971291866028","total-gross-revenues","1693102","total-labor-costs","163225.50000000003","cogs","840466","total-profits","852635.6999999998","gross-margin","50.4","EPIs:","","total-earnings","32645.100000000006","total-hours-scheduled","2183.3000000000006","total-hours-worked","2176.340000000001","total-idle-time","23875.8","total-misc-task-time","47611.4","total-productivity","48026","total-rest-time","16846.4","total-revenues","328295","total-tardy-time","1103.6","total-sales-closed","2024.4"
"KPI-EPI-lists company 1","152","false","365","30","true","0.2","false","false","false","true","366","name","Fashion2","total-customer-visits","26857","total-customers-helped","16196","total-sales-closed","7331","total-employee-revenues","1059963","ATS-for-employee-sales","144.58641385895513","total-non-employee-revenues","128922","ATS-for-non-employee-sales","82.8547557840617","total-gross-revenues","1188885","total-labor-costs","136142.69999999998","cogs","611697","total-profits","577188.2999999999","gross-margin","48.5","EPIs:","","total-earnings","27228.54","total-hours-scheduled","1837.8799999999997","total-hours-worked","1815.2359999999996","total-idle-time","18388.6","total-misc-task-time","28099.8","total-productivity","51359.4","total-rest-time","14642.6","total-revenues","211992.6","total-tardy-time","3529.6","total-sales-closed","1466.2"
"KPI-EPI-lists company 0","153","false","365","30","true","0.2","false","false","false","true","366","name","Fashion1","total-customer-visits","26920","total-customers-helped","22418","total-sales-closed","10015","total-employee-revenues","1609947","ATS-for-employee-sales","160.7535696455317","total-non-employee-revenues","53433","ATS-for-non-employee-sales","82.07834101382488","total-gross-revenues","1663380","total-labor-costs","163311.45000000013","cogs","828663","total-profits","834716.5500000005","gross-margin","50.2","EPIs:","","total-earnings","32662.29","total-hours-scheduled","2184.8199999999997","total-hours-worked","2177.486","total-idle-time","23919.2","total-misc-task-time","47251","total-productivity","48449.2","total-rest-time","16769","total-revenues","321989.4","total-tardy-time","1153.2","total-sales-closed","2003"
"KPI-EPI-lists company 1","153","false","365","30","true","0.2","false","false","false","true","366","name","Fashion2","total-customer-visits","26991","total-customers-helped","16360","total-sales-closed","7260","total-employee-revenues","1056870","ATS-for-employee-sales","145.57438016528926","total-non-employee-revenues","122662","ATS-for-non-employee-sales","82.54508748317632","total-gross-revenues","1179532","total-labor-costs","135128.54999999996","cogs","606941","total-profits","572590.6499999999","gross-margin","48.5","EPIs:","","total-earnings","27025.710000000003","total-hours-scheduled","1821.4","total-hours-worked","1801.714","total-idle-time","17611","total-misc-task-time","28056.8","total-productivity","51352.6","total-rest-time","14436","total-revenues","211374","total-tardy-time","3709.8","total-sales-closed","1452"
"KPI-EPI-lists company 0","154","false","365","30","true","0.2","false","false","false","true","366","name","Fashion1","total-customer-visits","26825","total-customers-helped","22632","total-sales-closed","10191","total-employee-revenues","1646352","ATS-for-employee-sales","161.54960259052106","total-non-employee-revenues","49121","ATS-for-non-employee-sales","81.86833333333334","total-gross-revenues","1695473","total-labor-costs","163278.00000000006","cogs","841467","total-profits","854005.7999999996","gross-margin","50.4","EPIs:","","total-earnings","32655.600000000006","total-hours-scheduled","2184.9","total-hours-worked","2177.04","total-idle-time","23815.8","total-misc-task-time","47700.6","total-productivity","48074.4","total-rest-time","16795.4","total-revenues","329270.4","total-tardy-time","1078.2","total-sales-closed","2038.2"
"KPI-EPI-lists company 1","154","false","365","30","true","0.2","false","false","false","true","366","name","Fashion2","total-customer-visits","26816","total-customers-helped","16019","total-sales-closed","7303","total-employee-revenues","1058220","ATS-for-employee-sales","144.90209502943995","total-non-employee-revenues","125225","ATS-for-non-employee-sales","82.49341238471673","total-gross-revenues","1183445","total-labor-costs","133574.6999999999","cogs","606953","total-profits","576492.3000000002","gross-margin","48.7","EPIs:","","total-earnings","26714.940000000002","total-hours-scheduled","1800.3599999999994","total-hours-worked","1780.9959999999996","total-idle-time","17730.6","total-misc-task-time","27166.6","total-productivity","51068.4","total-rest-time","14279.2","total-revenues","211644","total-tardy-time","3934","total-sales-closed","1460.6"
